class_both,isAdvertisement,isLocalGuide,name,reviewerNumberOfReviews,reviewsCount,stars,review_text,textTranslated,place_title,place_totalScore,translatedLanguage
Halal restaurant Breakfast restaurant,FALSE,FALSE,Shawties Nur,7,2594,1,"Very bad service ! Shouting at customer ! The nasi Padang stall , won't come back anymore . Very rude should have learn basic customer service",,Ayza’s Restaurant,4.1,
Halal restaurant Breakfast restaurant,FALSE,FALSE,Muhammad Faizal Abdullah,49,2594,1,,,Ayza’s Restaurant,4.1,
Halal restaurant Breakfast restaurant,FALSE,TRUE,Citi3en Citi3en,38,2594,5,"Food some times good sometimes not.
Not sure why.

Can try.
Not for family as too many smokers around without control.",,Ayza’s Restaurant,4.1,
Halal restaurant Breakfast restaurant,FALSE,TRUE,Za “ZARRMONSTARR”,36,2594,5,"The egg thosai masalah, lamb shank Briyani, chicken 65, tandoori chicken and chicken rice here is really good. Slightly higher in price point as compared to smaller coffee shops but definitely worth the price for the quality of food. Have been a frequent purchaser here for the past three years and will continue to frequent here.",,Ayza’s Restaurant,4.1,
Halal restaurant Breakfast restaurant,FALSE,TRUE,Cornelius Koh,156,2594,4,,,Ayza’s Restaurant,4.1,
Halal restaurant Breakfast restaurant,FALSE,TRUE,Dino “Dan Humphrey” Hafian,27,2594,5,Halal coffee shop,,Ayza’s Restaurant,4.1,
Halal restaurant Breakfast restaurant,FALSE,TRUE,Mohammad Abdul Rahman,7,2594,2,,,Ayza’s Restaurant,4.1,
Halal restaurant Breakfast restaurant,FALSE,TRUE,Rizan J,5,2594,4,,,Ayza’s Restaurant,4.1,
Halal restaurant Breakfast restaurant,FALSE,TRUE,Zima Pompipi,11,2594,5,Good and nice food...always pack with patrons,,Ayza’s Restaurant,4.1,
Halal restaurant Breakfast restaurant,FALSE,TRUE,Fuzz,30,2594,2,"I had beef rendang, sambal goreng and cauliflower.  The food was mediocre at best and overpriced.  This was my first and last visit to this stall.",,Ayza’s Restaurant,4.1,
Halal restaurant Breakfast restaurant,FALSE,TRUE,Jishnu Santhosh,4,2594,5,,,Ayza’s Restaurant,4.1,
Halal restaurant Breakfast restaurant,FALSE,TRUE,Bismillah,14,2594,4,,,Ayza’s Restaurant,4.1,
Halal restaurant Breakfast restaurant,FALSE,TRUE,rhyanz mile,130,2594,5,Nice oxtail soup.but now price increased.Be prepared for the very pricey nasi padang for a  non-aircon coffeeshop,,Ayza’s Restaurant,4.1,
Halal restaurant Breakfast restaurant,FALSE,TRUE,Muhamad Hardi Bin Hassan,5,2594,5,,,Ayza’s Restaurant,4.1,
Halal restaurant Breakfast restaurant,FALSE,TRUE,Noor HezAin,289,2594,5,"We'v been to this eatery for sometime now. We either eat there or order take away. They have few stall, selling prata, dosei n kueh2 or fried goreng pisang n chicken rice. Not to forget, they also hv a variety of dishes to eat if you prefer rice instead. We ever came by at 6.20am and the shop is already open with all the different dishes spread at their glass display. Next to the drink stall there's putu piring too but its open at a different timing. Must try.",,Ayza’s Restaurant,4.1,
Halal restaurant Breakfast restaurant,FALSE,FALSE,zulain Ibrahim,7,2594,5,,,Ayza’s Restaurant,4.1,
Halal restaurant Breakfast restaurant,FALSE,TRUE,Stanisiaus Tan,15,2594,5,毎个星期—早上—定报到,Every week—in the morning—regular check-in,Ayza’s Restaurant,4.1,en
Halal restaurant Breakfast restaurant,FALSE,TRUE,Dufatt Dopit,29,2594,3,,,Ayza’s Restaurant,4.1,
Halal restaurant Breakfast restaurant,FALSE,FALSE,Yi Jasmine,6,2594,1,"Ordered nasi goreng ikan bilis at 2am.
They gave me fried rice with overload of blackpepper amd spolit cucumber tf... Rice was extremely mushy.
The standard has dropped tremendously.",,Ayza’s Restaurant,4.1,
Hawker stall ,FALSE,TRUE,T greensake,1395,251,3,"6/6/2025
Had wanton noodle dry ($4.50), was normal. Service was fast.",,Wai Kee Wanton Noodles,3.6,
Hawker stall ,FALSE,TRUE,J Xiao,60,251,2,Had the basic plate of wanton noodles. There were only 2 wantons which were rather bland. Char Sieu is thinly sliced and sweet but it doesn’t has the BBQ aroma. And the noodles are overcooked! Gave a small spoonful of chili sauce. And the stall prominently displayed a sign “No Green Chili “! Once bitten twice shy…..as they say,,Wai Kee Wanton Noodles,3.6,
Hawker stall ,FALSE,TRUE,Arthrun Tan,23,251,5,"Been patronizing this store for years, food is always consistent and great",,Wai Kee Wanton Noodles,3.6,
Hawker stall ,FALSE,FALSE,Jeremy Lau,6,251,3,,,Wai Kee Wanton Noodles,3.6,
Hawker stall ,FALSE,TRUE,Meaner Me,25,251,2,"No green chilli, no pepper, tasteless wonton",,Wai Kee Wanton Noodles,3.6,
Hawker stall ,FALSE,TRUE,Hua Kia Peng,15,251,3,Prices have increased and quality has gone down. One big wanton noodle has jumped $5 to 6 and dumpling soup also saw an instant $1 increase.,,Wai Kee Wanton Noodles,3.6,
Hawker stall ,FALSE,TRUE,Winston Ho,188,251,4,"This stall sells wanton noodle.
Their noodles are old school and taste good.
It comes with slices of char siew and several wantons.
The smallest portion is $4, which is not a lot. You can order the bigger portion.",,Wai Kee Wanton Noodles,3.6,
Hawker stall ,FALSE,TRUE,Kelvin Ke,23,251,4,I have been patronising this store for the past 17 years and sadly today will be the last time. I have always enjoyed the large portion but the 20% price increase (from $5 to $6 a plate) is too much for a normal consumer like me to stomach. All the best to them and hope they don’t end up like the carrot cake owners a few stalls down.,,Wai Kee Wanton Noodles,3.6,
Hawker stall ,FALSE,FALSE,Gabriel Toh,8,251,5,,,Wai Kee Wanton Noodles,3.6,
Hawker stall ,FALSE,TRUE,Max Po,8,251,5,"古早味 Best Wantan Mee 云吞 is the best, egg noodle is so good❤️","Best Wantan Mee is the best, egg noodle is so good❤️",Wai Kee Wanton Noodles,3.6,en
Hawker stall ,FALSE,TRUE,Savannah,63,251,5,My fave wanton mee,,Wai Kee Wanton Noodles,3.6,
Hawker stall ,FALSE,TRUE,Barry Pang,211,251,3,"Went early today and there was not much of a queue, though the food centre was already quite bustling. Ordered the $5 big portion. Sizeable portion of noodles, but just a few slivers of charsiew and veg, and 3-4 soup wantans. Good tasting noodles and nice red chilli sauce; disappointingly no green chilli. Overall, a simple competent serving of wtm. Fast service.",,Wai Kee Wanton Noodles,3.6,
Hawker stall ,FALSE,TRUE,Bryan Lim,24,251,1,"There was a long queue at the stall as payment cancelled be made via DBS Paylah which qualifies users for $3 cash back.

First, they mixed up my food order. Then came my plate of wanton noodles. Yes, I ordered a small portion that costs $4 but the amount of greens and char siew was pathetic... It was easily the stingiest plate of wanton mee that I have ever had. The noodles are a little thicker than what I am used to, and the noodles are artificially sweetened by some gravy that they dished into each plate before service. This is by far the most unsatisfying plate of wanton mee that I have ever had. My partner ordered dumpling noodles and her plate of noodles were totally bare.

Just to also add that they cook the noodles in bulk probably to save time.... This is unlike other stalls that I have patronised where they cook each plate of noodles one by one.",,Wai Kee Wanton Noodles,3.6,
Hawker stall ,FALSE,TRUE,Mary Lim,22,251,4,"Services v fast. Noodles are good, but no green chillies. Red chilly sauce don't suit with noodles.",,Wai Kee Wanton Noodles,3.6,
Hawker stall ,FALSE,TRUE,Victor Ng,685,251,3,Good overall but a tad too salty. No green chilli.,,Wai Kee Wanton Noodles,3.6,
Hawker stall ,FALSE,TRUE,Joan Y,16,251,4,,,Wai Kee Wanton Noodles,3.6,
Hawker stall ,FALSE,TRUE,W.J. Yam,11,251,1,"The noodles were nice. Good flavour and texture. However the portion was perhaps below average for the money.
The lady outside the stall tending to orders had a very bad attitude and was rude.

Overall I’d say that while the food was decent the entire experience was subpar. I would not come back",,Wai Kee Wanton Noodles,3.6,
Hawker stall ,FALSE,FALSE,it's me,7,251,1,"Sold out around 12.30pm on a weekend. Business seems really good.
Perhaps it’s the extra strand of hair for the extra boost of flavour…
Perhaps it’s the stinky attitude of the owners…
Perhaps it’s the 3 small pieces of char siew for small…
Perhaps it’s the $4, portion size meant for kids…
Perhaps it’s the downgrade of quality. Redeeming quality is honestly just the wanton.

Will not be back. There’s many more stores with bomb food and sellers with great attitude 👍🏼",,Wai Kee Wanton Noodles,3.6,
Hawker stall ,FALSE,FALSE,Spencer Ang,10,251,5,"Good WTM, better than Kok Keep, value for money. Lady boss Elaine is friendly.",,Wai Kee Wanton Noodles,3.6,
Hawker stall ,FALSE,TRUE,Yeoh Evone,25,251,5,Love the wanton mee,,Wai Kee Wanton Noodles,3.6,
Hawker stall ,FALSE,TRUE,Ken Teng,5,251,3,,,Wai Kee Wanton Noodles,3.6,
Hawker stall ,FALSE,TRUE,Josephine Tang,82,251,3,Taste of the Wanton Noodles sometimes inconsistent and the price of $4 slightly expensive with a few pieces of Char Siew and small little Wanton as the location is wet market.,,Wai Kee Wanton Noodles,3.6,
Hawker stall ,FALSE,TRUE,CHIN ANG,301,251,4,"Great tasty wantans
freshest meat & soup
ketchup chilli & QQ noodles
not for everyone",,Wai Kee Wanton Noodles,3.6,
Hawker stall ,FALSE,TRUE,Ghost,27,251,1,"avoid this stall at all cost. food is bang average. there are at least 2 other wanton mee stalls in this hawker that are better than them.

food is overpriced. $4 for wanton mee but portion very small.

and above all, the female stall assistant has a CB face 24/7. dunno why. i bet her CB is as smelly as her face... attitude problem...",,Wai Kee Wanton Noodles,3.6,
Hawker stall ,FALSE,FALSE,T T,16,251,5,"Yummy, one of sg best wan tan noodles 👍 fully recommended .",,Wai Kee Wanton Noodles,3.6,
Hawker stall ,FALSE,TRUE,Sam Toh (Sammy),240,251,4,"Order Large if you are a big eater, don't expect 5 star customer service, other than that Wai Kee Wanton Noodles at Jurong West 505 Hawker Centre is a hidden gem. The noodles are springy, and the wantons burst with flavor.

The char siu is perfectly tender, and the broth is rich and comforting. What sets this stall apart is the owner's dedication to quality. Each bowl feels like a labor of love. It's affordable and delicious – a must-try for anyone craving authentic wanton noodles in Jurong West.",,Wai Kee Wanton Noodles,3.6,
Hawker stall ,FALSE,TRUE,Stella Paw,12,251,1,"Char siew very thinly sliced. Wanton standard size but really average taste. Noodles are good, bouncy and no alkaline taste. But attitude from the stall owner needs improvement. I ordered no chilli wanton noodles and she wanted to give me the one with chilli. She asked the one after me if she ordered the chilli wanton noodles and she said no as well. Then she turned to me and told me don't stand too far, if not she will forget my order. First and last time ordering from this stall.",,Wai Kee Wanton Noodles,3.6,
Hawker stall ,FALSE,TRUE,Kok-Hong Wong,71,251,4,"Personal favourite. Great noodle texture and lightly flavoured sauce.
Haughty attitude seems to have driven away the queue. Great.",,Wai Kee Wanton Noodles,3.6,
Hawker stall ,FALSE,TRUE,legioofdoom hawk,23,251,3,The standard seems to have dropped. The noodles are ok but soup needs improvement.,,Wai Kee Wanton Noodles,3.6,
Hawker stall ,FALSE,TRUE,Rex Ng,75,251,1,Operation hour for this shop was never accurate.,,Wai Kee Wanton Noodles,3.6,
Hawker stall ,FALSE,FALSE,Hayley Jahn,1,251,1,"Hmm, Women serving does not seem like she wants to serve at all….. it is my first time checking out local hawker Centers around Singapore however was not really enticed with the food at all. Overall, the noodles were a little too hard, portion of side dishes were quite less. I do not like my first try, will continue trying others.",,Wai Kee Wanton Noodles,3.6,
Hawker stall ,FALSE,FALSE,Angela Ang,3,251,1,found a short hair in the noodles when i ate halfway and went to find the women and explained to her.. and the women replied “你吃到一半 才给我” “you ate halfway then return”.. when she gave another plate of noodles she said “give you give you”.. left that plate of noodles untouched..been patronising this outlet for 10+ years and knew that the women’s attitude ain’t that good.. however i was shocked when she replied this.. my last time eating here,,Wai Kee Wanton Noodles,3.6,
Hawker stall ,FALSE,FALSE,Jing Rou,9,251,1,"DO NOT COME to this stall if you do not want bad and rude service, and no stable standard for food.
PLEASE READ!
I am so disappointed in writing this. We have been eating from them for so long, years, probably more than 5 years. However, today is the last time me and my family is going to eat from them.
Situation: there was a short hair found in the noodles, high chance from the man preparing as people preparing food do not wear hair net/mask.
How they chose to handle this unpleasant situation: blaming us for not telling them earlier by saying “you did not give me this earlier?”
As if we chose to put the hair inside? At the same time, we only chose to tell them after finding it, were we supposed to stir the noodle and look if there was any hair from the beginning??? This was so unreasonable? They chose to bring us a plate of jus plain noodles and insincerely say “give you give you”
We just left the “compensated” noodles on the table, we do not want to accept it anymore. I do not think we are being unreasonable in any way, but told them out of good will.
Food: the noodles tasted uncooked, really distasteful.
I have never been so disappointed, it is only because we have supported your stall for so long! I am never coming back, will not recommend anyone to come!",,Wai Kee Wanton Noodles,3.6,
